"Region.Code","County.Name","Municipality","Location","Route.Carried.and.Reference.Marker","Owner","Year.Built","Date.Last.Inspected","SD.FO.Status","Condition.Rating"
5,"ERIE","Amherst  (Town)","1.5 MI W JCT 270+ BARGE C","BEAR RIDGE ROAD","NYSDoT",1952,"09/25/2014","N",5.048
5,"ERIE","Amherst  (Town)","2.6 MI NW OF RTE 78 &324 ","BUTTONWOOD LANE","Town",1986,"06/02/2014","N",5.629
5,"ERIE","Amherst  (Town)",".2 MILE W OF EAST AMHERST","CASEY ROAD","County",1981,"05/12/2014","N",5.585
5,"ERIE","Amherst  (Town)","NE 0F KLEIN & YOUNGS     ","CHAPEL WOODS","Town",2010,"11/26/2014","N",7
5,"ERIE","Amherst  (Town)","1.3 MI SE JCT SH263&EL CK","COUNTY ROAD 192","County",1968,"05/21/2014","N",4.574
5,"ERIE","Amherst  (Town)",".3 MI NW JCT SH263 & CR87","CR87 HOPKINS RD","NYSDoT",1990,"10/20/2014","N",5.521
5,"ERIE","Amherst  (Town)","1.3 MILES N OF SWORMVILLE","DANN ROAD","County",1960,"09/12/2013","N",5.3
5,"ERIE","Amherst  (Town)","4.3 MI NW OF CLARENCE CEN","DODGE ROAD","County",1983,"06/20/2014","N",5.178
5,"ERIE","Amherst  (Town)","1.3 MI SW JCT US62 &CANAL","E ROBINSON STREET","NYSDoT",2003,"08/16/2013","FO",6.861
5,"ERIE","Amherst  (Town)","1 MI NE JCT SH356 & US62","EAST ROBINSON RD","County",1958,"05/27/2014","N",5.242
5,"ERIE","Amherst  (Town)","EXIT 50 OF I90           ","FOREST RD","NYS Thruway Authority",1988,"06/04/2014","FO",5.361
5,"ERIE","Amherst  (Town)",".6 MILE SW OF SWORMVILLE","FRENCH ROAD","County",1963,"05/12/2014","N",4.262
5,"ERIE","Amherst  (Town)","1.5 MI SW OF GETZVILLE   ","FRONTIER ROAD","State - Other",1955,"09/17/2013","N",4.444
5,"ERIE","Amherst  (Town)","0.7 W RT78 1.0 SE RT 263 ","GLEN OAKS DRIVE","Town",1973,"07/07/2014","N",5.294
5,"ERIE","Amherst  (Town)","3 MI SW JCT SH78 & SH263","HOPKINS ROAD","County",1990,"05/28/2014","N",6.14
5,"ERIE","Amherst  (Town)","2.7 MI SW JCT SH270&SH263","J.J.AUDUBON PKWY.","State - Other",1976,"06/12/2014","N",5.6
5,"ERIE","Amherst  (Town)","2.7 MI SW JCT SH270&SH263","J.J.AUDUBON PKWY.","State - Other",1976,"06/12/2014","N",5.633
5,"ERIE","Amherst  (Town)","1.7 MI N JCT I290 & SH263","JJ AUDUBON PARKWY","Town",1983,"07/22/2014","N",4.983
5,"ERIE","Amherst  (Town)","1.7 MI N JCT I290 & SH263","JJ AUDUBON PARKWY","Town",1983,"07/24/2014","N",5.017
5,"ERIE","Amherst  (Town)","0.4 MI. NORTH OF KLEIN RD","KNOLLWOOD LANE","Town",1960,"07/30/2014","N",4.571
5,"ERIE","Amherst  (Town)","0.5 MI W JCT RT 263 +I290","MAPLE ROAD","NYSDoT",1961,"12/06/2014","FO",5.141
5,"ERIE","Amherst  (Town)",".3 MI W JCT SH263&MAPL RD","MAPLE ROAD","County",1962,"05/29/2014","N",4.976
5,"ERIE","Amherst  (Town)",".1 MI EAST JCT SH356&US62","N ELLICOTT CRK RD","County",1983,"08/05/2014","SD",4.22
5,"ERIE","Amherst  (Town)","JCT CO RD 186 & CO RD 297","NEW ROAD","County",1929,"05/28/2014","N",6.913
5,"ERIE","Amherst  (Town)","1.5 MI W JCT SH78&TWDA CK","NEW ROAD","County",1936,"09/12/2013","N",5.302
5,"ERIE","Amherst  (Town)",".3 MI N JCT SH324 & EL CK","NORTH FOREST ROAD","County",2001,"06/07/2013","FO",6.35
5,"ERIE","Amherst  (Town)","2.3 MI NE JCT 356&62     ","NORTH FRENCH ROAD","Town",1987,"05/21/2014","N",4.778
5,"ERIE","Amherst  (Town)","1 MI NE JCT SH 263 & I290","RAMP O TO SH 263","State - Other",1980,"06/24/2013","N",5.361
5,"ERIE","Amherst  (Town)","1.2 MI NE JCT RT 263+I290","RAMP P FROM RT263","State - Other",1980,"06/24/2013","N",5.181
5,"ERIE","Amherst  (Town)","1.7 MI N JCT I290 & SH263","RAMP UWLS TO 990I","NYSDoT",1983,"11/21/2013","N",4.986
5,"ERIE","Amherst  (Town)","2.8 MI N JCT I290<RTE 263","RENSCH ROAD","State - Other",1976,"06/26/2014","FO",5.519
5,"ERIE","Amherst  (Town)","0.1 mile west of New Road","Rambling Road","Town",2009,"05/21/2014","N",6.96
5,"ERIE","Amherst  (Town)","2.1 MI N JCT I290<RTE 263","SERVICE CENTER RD","State - Other",1975,"05/15/2014","N",5.091
5,"ERIE","Amherst  (Town)","1.8 MI N JCT I290<RTE 263","SERVICE CENTER RD","State - Other",1976,"05/15/2014","N",5.045
5,"ERIE","Amherst  (Town)","3.1 MI W JCTOF RTS270<263","SKINNERSVILLE RD","State - Other",1976,"06/20/2014","FO",5.705
5,"ERIE","Amherst  (Town)","1.1 MI NW OF SWORMVILLE  ","SMITH ROAD","County",2001,"09/12/2013","N",6.448
5,"ERIE","Amherst  (Town)","2.2 MI NW MAPLE & 78     ","STONEWOOD DRIVE","Town",1986,"07/10/2014","N",5.714
5,"ERIE","Amherst  (Town)","1.6 MI WEST OF GETZVILLE","SWEET HOME ROAD","County",1982,"07/24/2014","FO",5.069
5,"ERIE","Amherst  (Town)","2.8 MI SW JCT SH78 &SH263","TONAWANDA CK ROAD","County",1985,"09/19/2014","N",5.07
5,"ERIE","Amherst  (Town)","2.8 MI W JCT RT 78 +236  ","TONAWANDA CRK RD","County",1989,"06/11/2014","N",5.733
5,"ERIE","Amherst  (Town)","1.5 MI SW JCT I90<RTE 277","WEHRLE DR CR 290","NYS Thruway Authority",1953,"08/01/2014","FO",4.417
5,"ERIE","Amherst  (Town)",".6 MI NE OF BUF INT AIRPT","YOUNGS ROAD","County",1946,"06/05/2014","FO",4.222
5,"ERIE","Amherst  (Town)","SOUTH END OF AMHERST","YOUNGS ROAD","Town",1986,"06/02/2014","N",5.486
5,"ERIE","Amherst  (Town)",".5 MI NE OF BUF INT AIRPT","YOUNGS ROAD","County",1984,"07/10/2014","N",6.032
5,"ERIE","Angola  (Village)","ANGOLA NORTHEAST         ","DELAMATER ROAD","County",1953,"07/14/2014","N",5.05
5,"ERIE","Ashford  (Town)","2 MI SOUTH OF SPRINGVILLE","MILL STREET","County",1936,"09/09/2014","SD",3.884
5,"ERIE","Aurora  (Town)","2.7 MI E JCT RT5 20A+ I87","20A  20A53011087","NYSDoT",2005,"03/20/2013","N",6.714
5,"ERIE","Aurora  (Town)","0.2 MI W JCT RTS 20A+400 ","20A  20A53011114","NYSDoT",1969,"10/10/2014","N",5
5,"ERIE","Aurora  (Town)","3.7 MI S JCT RTS 400 +20A","400  400 53011003","NYSDoT",1971,"04/26/2013","N",6.047
5,"ERIE","Aurora  (Town)","3.7 MI S JCT RTS 400 +20A","400  400 53011003","NYSDoT",1971,"04/26/2013","N",5.969
5,"ERIE","Aurora  (Town)","2.2 MI S JCT RTS 400 +20A","400  400 53011019","NYSDoT",1971,"04/03/2013","N",5.694
5,"ERIE","Aurora  (Town)","2.2 MI S JCT RTS 400 +20A","400  400 53011019","NYSDoT",1971,"04/03/2013","N",5.375
5,"ERIE","Aurora  (Town)","1.7 MI S JCT RTS 400 +20A","400  400 53011022","NYSDoT",1971,"08/01/2013","N",5.075
5,"ERIE","Aurora  (Town)","1.7 MI S JCT RTS 400 +20A","400  400 53011022","NYSDoT",1971,"08/01/2013","N",5.493
5,"ERIE","Aurora  (Town)","JCT RTS 400 + 20A        ","400  400 53011040","NYSDoT",1971,"03/29/2013","N",5.797
5,"ERIE","Aurora  (Town)","JCT RTS 400 + 20A        ","400  400 53011040","NYSDoT",1971,"03/29/2013","N",5.781
5,"ERIE","Aurora  (Town)","1.9 MI NW OF SOUTH WALES ","BLAKELEY CNRS RD","County",1992,"09/09/2014","N",6.509
5,"ERIE","Aurora  (Town)","2.5 MI S JCT SH400 &US20A","BLAKELEY CRNRS RD","NYSDoT",1971,"05/23/2013","N",5.111
5,"ERIE","Aurora  (Town)",".8 MILE S OF EAST AURORA","CENTER STREET","County",1991,"04/28/2014","N",5.703
5,"ERIE","Aurora  (Town)","1 MI S JCT SH 400 & US20A","COUNTY ROAD 381","NYSDoT",1971,"04/29/2013","N",5.569
5,"ERIE","Aurora  (Town)",".4 MILE S OF SOUTH WALES","DARLING ROAD","County",1960,"09/09/2014","N",5.746
5,"ERIE","Aurora  (Town)",".3 MI WEST OF SOUTH WALES","EMERY ROAD","County",1989,"09/09/2014","N",5.486
5,"ERIE","Aurora  (Town)","2.1 MI NE OF JEWETTVILLE ","GROVER ROAD","County",1930,"09/12/2014","N",4.577
5,"ERIE","Aurora  (Town)","1 MILE SW OF EAST AURORA","JEWETT HOLMWOOD R","County",1959,"07/25/2014","N",5.524
5,"ERIE","Aurora  (Town)","1.5 MI SW OF EAST AURORA","JEWETT HOLMWOOD R","County",1958,"08/11/2014","N",5.493
5,"ERIE","Aurora  (Town)","3.8 MI SW OF EAST AURORA ","MILL ROAD","County",1984,"08/11/2014","N",5.437
5,"ERIE","Aurora  (Town)","1 MI N JCT US 20A & SH400","PORTERVILLE ROAD","NYSDoT",1971,"04/30/2013","FO",5.552
5,"ERIE","Aurora  (Town)",".6 MI EAST OF JEWETTVILLE","TANNERY ROAD","County",1933,"07/29/2013","N",5.127
5,"ERIE","Aurora  (Town)","IN WEST FALLS","WEST FALLS ROAD","County",1993,"04/24/2013","N",6.294
5,"ERIE","Aurora  (Town)","2.8 MI W OF EAST AURORA  ","WILLARDSHIRE ROAD","County",1988,"07/07/2014","N",5.127
5,"ERIE","Blasdell  (Village)","0.9 MI E JCT RTS 179 + 5 ","179  179 53011004","NYSDoT",1966,"09/27/2013","N",5.887
5,"ERIE","Blasdell  (Village)","1 MI N JCT US 62 & SH 179","62   62 53031264","NYSDoT",1987,"08/27/2014","N",5.831
5,"ERIE","Blasdell  (Village)","0.8 MI SW OF BLASDELL    ","JEFFREY BOULEVARD","Town",1992,"07/14/2014","FO",5.211
5,"ERIE","Blasdell  (Village)",".75 MI. SE OF WOODLAWN   ","MAPLE   AVENUE","Town",1923,"07/17/2014","N",4.776
5,"ERIE","Boston  (Town)",".3 MI S JCT US219 & SH391","219  219 53121162","NYSDoT",1981,"09/03/2013","N",5.482
5,"ERIE","Boston  (Town)",".3 MI S JCT US219 & SH391","219  219 53121162","NYSDoT",1981,"09/03/2013","FO",5.786
5,"ERIE","Boston  (Town)","JCT RTS US 219 & NY 391  ","219  219 53121165","NYSDoT",1981,"08/12/2013","N",5.547
5,"ERIE","Boston  (Town)","JCT RTS US 219 & NY 391  ","219  219 53121165","NYSDoT",1981,"08/12/2013","N",5.328
5,"ERIE","Boston  (Town)","2.4 MI SE JCT SH391&SH277","BOSTON STATE ROAD","County",1929,"10/20/2014","FO",5
5,"ERIE","Boston  (Town)","1.6 MI SE JCT SH391&SH277","BOSTON STATE ROAD","County",1976,"10/20/2014","N",5.293
5,"ERIE","Boston  (Town)","8.5 MI N JCT US219 & SH39","BOSTON STATE ROAD","County",1978,"06/04/2014","N",5.74
5,"ERIE","Boston  (Town)","1 MILE NW OF BOSTON","ECKHARDT ROAD","County",2003,"10/07/2013","N",6.804
5,"ERIE","Boston  (Town)","0.9 MI. N. OF BOSTON     ","HILLCROFT DR.","County",1935,"07/10/2014","SD",3.903
5,"ERIE","Boston  (Town)",".2 MILE WEST OF BOSTON","MILL STREET","County",1953,"10/06/2014","FO",4.45
5,"ERIE","Boston  (Town)",".4 MILE WEST OF PATCHIN","PATCHIN ROAD","County",1991,"05/29/2014","N",6.04
5,"ERIE","Boston  (Town)","4.6 MI S JCT 219 & S EXPY","RICE HILL ROAD","NYSDoT",1981,"07/23/2013","FO",5.236
5,"ERIE","Boston  (Town)","3.1 MI S JCT 219 & S EXPY","SHERO ROAD","NYSDoT",1981,"04/08/2013","N",5.344
5,"ERIE","Boston  (Town)","3.1 MI S JCT 219 & S EXPY","SHERO ROAD","NYSDoT",1981,"04/08/2013","N",5.531
5,"ERIE","Boston  (Town)",".8 MILE SE OF BOSTON","TREVETT ROAD","County",1930,"07/09/2014","SD",3.371
5,"ERIE","Boston  (Town)","5.2 MI S JCT SH277 &SH391","WEST TILLEN ROAD","County",1994,"06/02/2014","N",6.524
5,"ERIE","Boston  (Town)","1.1 MI S JCT US219&S EXPY","ZIMMERMAN ROAD","NYSDoT",1981,"04/05/2013","N",5.236
5,"ERIE","Boston  (Town)",".1 MILE SW OF BOSTON","ZIMMERMAN ROAD","County",1987,"06/30/2014","N",5.413
5,"ERIE","Brant  (Town)","JCT RTS 249 + I-90       ","249  249 53011020","NYS Thruway Authority",1958,"12/10/2014","FO",4.484
5,"ERIE","Brant  (Town)","0.6 MI E JCT RTS 429 +323","249  249 53011045","NYSDoT",2003,"10/09/2013","N",7
5,"ERIE","Brant  (Town)","0.7 MI W JCT RTS 249 & 62","249  249 53011076","NYSDoT",1999,"11/18/2013","N",6.655
5,"ERIE","Brant  (Town)","JCT RT 438 + I-90        ","438  X","NYS Thruway Authority",1958,"03/28/2014","SD",3.344
5,"ERIE","Brant  (Town)","0.8 MI NE JCT RTS 5 & 249","5    5 53021031","NYSDoT",1993,"07/25/2013","N",5.867
5,"ERIE","Brant  (Town)","1 MILE NORTH OF BRANT","ANGOLA-BRANT ROAD","County",1985,"06/19/2014","FO",5.867
5,"ERIE","Brant  (Town)","1 MI N OF NORTH COLLINS","CAIN ROAD","County",1955,"07/22/2014","N",5.233
5,"ERIE","Brant  (Town)",".4 MI W JCT US 20 & CR491","CAIN ROAD","County",2011,"12/04/2013","N",7
5,"ERIE","Brant  (Town)","0.8 MI.N.OF BRANT        ","ELLIS ROAD","Town",1957,"07/22/2014","N",4.421
5,"ERIE","Brant  (Town)","1 MI SW OF NORTH COLLINS","HALLEY ROAD","Town",1960,"05/12/2014","N",5.857
5,"ERIE","Brant  (Town)","5.2 MI. NE OF I-90 INT 58","HARDPAN RD. CR492","NYS Thruway Authority",1956,"11/05/2014","FO",4.656
5,"ERIE","Brant  (Town)","2.1 MI. NE OF I-90 INT 58","MILESTRIP ROAD","NYS Thruway Authority",1956,"03/01/2013","SD",3.953
5,"ERIE","Brant  (Town)",".7 MILE SW OF N COLLINS","MILESTRIP ROAD","County",1961,"06/19/2014","N",5.634
5,"ERIE","Buffalo  (City)","2 MI E JCT SH 5 & SH 16","16","City",1998,"11/13/2014","N",5.792
5,"ERIE","Buffalo  (City)",".8 MI W JCT SH 16 & I190 ","16   16 53022028","City",1989,"12/16/2014","FO",5.028
5,"ERIE","Buffalo  (City)","JCT RT 16 & BUFFALO RIVER","16  X","City",1998,"08/08/2014","FO",6.279
5,"ERIE","Buffalo  (City)","EXIT N6 OF I190","190I  SB TO ELM S","NYS Thruway Authority",1960,"05/03/2013","FO",5.413
5,"ERIE","Buffalo  (City)","JCT.RTS.198 & I-190","190I SB to 198 EB","NYSDoT",1963,"12/09/2013","FO",4.364
5,"ERIE","Buffalo  (City)","INT N8 ON I-90           ","190I X","NYSDoT",1972,"12/08/2014","FO",5.032
5,"ERIE","Buffalo  (City)","INT N8 ON I-90           ","190I X","NYSDoT",1972,"12/03/2014","FO",4.921
5,"ERIE","Buffalo  (City)","EXIT N9 OFF I90","190I X","NYSDoT",1972,"12/16/2014","FO",4.75
5,"ERIE","Buffalo  (City)","0.4 MI E INT N6 I 190    ","190I X","NYS Thruway Authority",1959,"12/31/2013","FO",4.225
5,"ERIE","Buffalo  (City)","2.0 MI.NW JCT.I190 & 198 ","190I X","NYS Thruway Authority",1957,"08/20/2014","FO",5.322
5,"ERIE","Buffalo  (City)","1.1 MI W JCT RTS I190< 16","190I X","NYS Thruway Authority",1957,"09/25/2013","N",4.984
5,"ERIE","Buffalo  (City)","0.9 MI E JCT RTS I190< 16","190I X","NYS Thruway Authority",1957,"06/14/2013","FO",3.944
5,"ERIE","Buffalo  (City)","1.2 MI SSE PEACE BRIDGE  ","190I X","NYS Thruway Authority",1957,"12/03/2014","FO",5.239
5,"ERIE","Buffalo  (City)","3.8 MI WNW JCT RTSI190<16","190I X","NYS Thruway Authority",1957,"10/25/2013","N",4.54
5,"ERIE","Buffalo  (City)","0.2 MI E JCT RTS 354 & 62","190I X","NYS Thruway Authority",1959,"09/18/2014","N",5.324
5,"ERIE","Buffalo  (City)","2.9 MI WNW JCT RTSI190<16","190I X","NYS Thruway Authority",1957,"06/28/2013","N",4.968
5,"ERIE","Buffalo  (City)","EXIT N7 OF I190","190I X","NYSDoT",1956,"10/02/2013","FO",4.852
5,"ERIE","Buffalo  (City)","4.1 MI WNW JCT RTSI190<16","190I X","NYS Thruway Authority",1957,"05/08/2014","N",5.19
5,"ERIE","Buffalo  (City)","1.7 MI NW JCT I190 < 198 ","190I X","NYS Thruway Authority",1957,"04/03/2014","FO",5.507
5,"ERIE","Buffalo  (City)","2.5 MI NW JCT I190 < 198 ","190I X","NYS Thruway Authority",1957,"05/02/2014","N",5.634
5,"ERIE","Buffalo  (City)","0.5 MI W JCT RTS I190< 16","190I X","NYS Thruway Authority",1957,"09/18/2013","N",5.156
5,"ERIE","Buffalo  (City)","3.1 MI NW JCT I190 < 198 ","190I X","NYS Thruway Authority",1957,"06/04/2014","FO",4.718
5,"ERIE","Buffalo  (City)","1.7 MI WNW JCT RTSI190<16","190I X","NYS Thruway Authority",1957,"10/10/2013","N",4.688
5,"ERIE","Buffalo  (City)","0.4 MI S PEACE BRIDGE    ","190I X","NYS Thruway Authority",1994,"05/07/2014","FO",5.905
5,"ERIE","Buffalo  (City)","JCT RTS I190 < 198       ","190I X","NYS Thruway Authority",1957,"09/22/2014","N",4.792
5,"ERIE","Buffalo  (City)","JCT RT 16 + I-90         ","190I X","NYS Thruway Authority",1956,"04/29/2014","SD",5.236
5,"ERIE","Buffalo  (City)","3.4 MI.NN JCT.I190 & 198 ","190I X","NYS Thruway Authority",1957,"05/01/2014","N",5.27
5,"ERIE","Buffalo  (City)","2.4 MI WNW JCT RTSI190<16","190I X","NYS Thruway Authority",1957,"04/21/2014","FO",5
5,"ERIE","Buffalo  (City)",".3 MI E 190I EXIT N4     ","190I X","NYS Thruway Authority",1957,"10/31/2013","FO",4.143
5,"ERIE","Buffalo  (City)","3.3 MI WNW JCT I190/SH 16","190I X","NYS Thruway Authority",1957,"05/22/2014","N",4.508
5,"ERIE","Buffalo  (City)","2.6 MI S JCT RTS I190<198","190I X","NYS Thruway Authority",1957,"08/05/2014","N",5.873
5,"ERIE","Buffalo  (City)","0.2 MI E JCT RTS 5 & 16  ","190I X ELM ST RAM","NYSDoT",1980,"04/02/2014","N",5.109
5,"ERIE","Buffalo  (City)","JCT.RTS.198 & I-190","190IX (NB) RAMP T","NYSDoT",1963,"10/23/2014","FO",4.73
5,"ERIE","Buffalo  (City)","JCT RTS 198 + I-190","198  198 53011001","NYSDoT",1960,"08/27/2014","N",4.892
5,"ERIE","Buffalo  (City)","JCT.RTS.198 & I-190","198  198 53011001","NYSDoT",1963,"11/17/2014","N",4.225
5,"ERIE","Buffalo  (City)","0.9 MI E JCT RT 198 +I-90","198  198 53011008","NYSDoT",1960,"08/20/2014","N",5.186
5,"ERIE","Buffalo  (City)","0.8 MI E JCT RT 198 +I-90","198  198 53011008","NYSDoT",1960,"08/19/2014","N",5.233
5,"ERIE","Buffalo  (City)","1.3 MI E JCT RT 198 +I-90","198  198 53011012","NYSDoT",1960,"11/01/2014","N",4.839
5,"ERIE","Buffalo  (City)","1.2 MI E JCT SH 198 & I90","198  198 53011015","NYSDoT",1960,"10/18/2014","N",5.031
5,"ERIE","Buffalo  (City)","1.6 MI E JCT RT 198 + I90","198  198 53011015","NYSDoT",1960,"11/26/2014","N",5.078
5,"ERIE","Buffalo  (City)","JCT S.H.384 & S.H.198","198  198 53011020","NYSDoT",1936,"12/03/2014","FO",5.622
5,"ERIE","Buffalo  (City)","JCT SH 198 & I190","198 EB On Ramp","NYSDoT",1963,"11/25/2014","N",5.549
5,"ERIE","Buffalo  (City)","JCT.RTS.198 & I-190","198 WB off Ramp","NYSDoT",1963,"12/04/2014","FO",5.465
5,"ERIE","Buffalo  (City)","JCT.RTS.198 & I-190","198 WB to 190I NB","NYSDoT",1963,"11/08/2014","FO",5.042
5,"ERIE","Buffalo  (City)","JCT S.H.266 & S.H.198","266  266 53011033","City",1962,"12/02/2014","N",4.609
5,"ERIE","Buffalo  (City)","1.1 MI S JCT RTS 266 +325","266  X","NYS Thruway Authority",1956,"08/28/2014","FO",6.297
5,"ERIE","Buffalo  (City)","JCT MICHIGAN AV&KENS EXPY","33   33 53011013","NYSDoT",1980,"04/30/2014","FO",5.078
5,"ERIE","Buffalo  (City)","JCT RTE 33 & MICHIGAN AVE","33   33 53011013","NYSDoT",1980,"05/01/2014","N",5.5
5,"ERIE","Buffalo  (City)","2.9 MI NE JCT RTS 33 + 5 ","33   33 53011035","NYSDoT",1965,"10/30/2014","FO",5.761
5,"ERIE","Buffalo  (City)","3.5 MI NE JCT RTS 33 & 5 ","33   33 53011053","NYSDoT",1967,"08/05/2013","N",4.859
5,"ERIE","Buffalo  (City)","3.5 MI NE JCT RTS 33 & 5 ","33   33 53011053","NYSDoT",1967,"08/05/2013","N",5.211
5,"ERIE","Buffalo  (City)","3.7 MI NE JCT SH5 & SH33","33   33 53011055","NYSDoT",1967,"04/18/2014","N",5.27
5,"ERIE","Buffalo  (City)","4.7 MI NE JCT SH 33 & SH5","33   33 53011057","NYSDoT",1966,"07/30/2014","FO",5.746
5,"ERIE","Buffalo  (City)","3.9 MI NE JCT SH 33 & SH5","33   33 53011057","NYSDoT",1966,"04/25/2014","FO",5.803
5,"ERIE","Buffalo  (City)","4.1 MI NE JCT SH5 & SH33","33   33 53011059","NYSDoT",1966,"05/22/2014","N",4.698
5,"ERIE","Buffalo  (City)","JCT ELM OAK ART&KENS EXPY","33  X","NYSDoT",1980,"10/24/2014","FO",5.194
5,"ERIE","Buffalo  (City)","0.6 KM S JCT RTS 384 $198","384  X","City",1998,"09/29/2014","N",6.794
5,"ERIE","Buffalo  (City)","0.4 MI S JCT RTS 384 &198","384  X NB","City",1999,"09/29/2014","FO",6.687
5,"ERIE","Buffalo  (City)","3.3 MI N JCT SH 5 & SH179","5    5 53023001","NYSDoT",1991,"05/24/2013","N",6.24
5,"ERIE","Buffalo  (City)","3.1 MI N JCT NY5 & 179   ","5    5 53023001","NYSDoT",1991,"10/15/2014","FO",6.113
5,"ERIE","Buffalo  (City)","3.5 MI N JCT SH 5 & SH179","5    5 53023005","NYSDoT",1991,"08/02/2013","N",6.04
5,"ERIE","Buffalo  (City)","2.7 M. S. OF JCT I-190 &","5    5 53023010","NYSDoT",2009,"12/03/2013","N",6.771
5,"ERIE","Buffalo  (City)","2.1 M SOUTH OF RTE I-90 &","5    5 53023015","NYSDoT",2009,"11/22/2013","N",6.724
5,"ERIE","Buffalo  (City)","2.4 MI S JCT SH 5 & SH 16","5    5 53023017","NYSDoT",1965,"09/30/2014","N",4.344
5,"ERIE","Buffalo  (City)","1.9 M S. OF JCT I-190 & R","5    5 53023021","NYSDoT",2009,"12/03/2013","N",7
5,"ERIE","Buffalo  (City)",".2 mi S Buffalo Skyway","5    5 53023023","NYSDoT",2009,"11/25/2013","N",6.771
5,"ERIE","Buffalo  (City)","JCT OF RTS 5 & I-190     ","5    5 53023027","NYSDoT",1956,"12/19/2014","FO",3.493
5,"ERIE","Buffalo  (City)","JCT SH 5 & SH 198","5    5 53023071","NYSDoT",1952,"10/01/2013","FO",5.389
5,"ERIE","Buffalo  (City)","3.0 MI NE JCT RTS 5 + 16 ","5    5 53023071","Authority or Commission - Other",1921,"11/14/2014","FO",4.278
5,"ERIE","Buffalo  (City)",".7 MI NE JCT SH 5 & SH198","5    5 53023078","City",1910,"10/16/2014","N",5.531
5,"ERIE","Buffalo  (City)","JCT US 62 & CAZENOVIA CRK","62   62 53033024","City",1928,"10/14/2014","SD",4.156
5,"ERIE","Buffalo  (City)","0.2 MI S JCT RTS 62 + 130","62   62 53033046","City",1979,"12/22/2014","SD",4.611
5,"ERIE","Buffalo  (City)",".2 MI N JCT US 62 & SH130","62   62 53033053","City",1910,"09/19/2013","FO",5.426
5,"ERIE","Buffalo  (City)","EXIT N7 OF I190","950E X","NYSDoT",1956,"05/14/2013","N",5.577
5,"ERIE","Buffalo  (City)","JCT OF SH 5 & I190","951K X","NYSDoT",1969,"08/23/2014","FO",4.852
5,"ERIE","Buffalo  (City)","1.3 MI N JCT I-190 ' 198 ","ACCESS ROAD","City",1956,"12/19/2014","N",4.727
5,"ERIE","Buffalo  (City)","0.9 MI.NE JCT RTS 5 & 198","AMHERST STREET","City",1909,"10/30/2014","FO",5.078
5,"ERIE","Buffalo  (City)",".4 MI NW JCT SH 16 & I190","BABCOCK STREET","City",2010,"10/09/2014","N",6.283
5,"ERIE","Buffalo  (City)","1.6 MI NE JCT RTS 33 + 5 ","BEST STREET","NYSDoT",1963,"11/24/2014","N",3.922
5,"ERIE","Buffalo  (City)","NW QUAD OF CAZENOVIA PARK","CAZENOVIA STREET","City",1953,"08/08/2014","SD",4.047
5,"ERIE","Buffalo  (City)",".3 MI NW EXIT N7 OF I190","CHURCH ST. ON-RAM","NYS Thruway Authority",1956,"08/26/2013","FO",5.225
5,"ERIE","Buffalo  (City)",".5 MI N JCT I190 & SH198","CITY STREET/CN RY","Railroad",1909,"12/01/2014","FO",4.333
5,"ERIE","Buffalo  (City)","4.0 MI NE JCT RTS 33 + 5 ","DEERFIELD AVENVE","NYSDoT",1968,"10/27/2014","FO",5.859
5,"ERIE","Buffalo  (City)","2.9 MI NE JCT RTS 33 + 5 ","DELEVAN AVENUE","NYSDoT",1965,"11/24/2014","FO",5.172
5,"ERIE","Buffalo  (City)",".5 MI N JCT SH 198 & SH33","DEWEY AVENUE","City",1909,"10/31/2014","SD",3.611
5,"ERIE","Buffalo  (City)","1.7 MI NE JCT RTS 33 + 5 ","DODGE STREET","NYSDoT",1963,"11/24/2014","N",4.556
5,"ERIE","Buffalo  (City)","2.9 MI NE JCT RTS 33 + 5 ","EAST BOUND RAMP","NYSDoT",1965,"10/29/2014","FO",4.905
5,"ERIE","Buffalo  (City)","2.4 MI NE JCT RTS 33 + 5 ","EAST FERRY ST","NYSDoT",1970,"10/29/2014","SD",4.292
5,"ERIE","Buffalo  (City)","2.1 MI NE JCT RTS 33 + 5 ","EAST UTICA ST","NYSDoT",1970,"10/29/2014","FO",4.75
5,"ERIE","Buffalo  (City)","5.3 MI NE JCT RTS 33 + 5 ","EDISON STREET","NYSDoT",1967,"10/27/2014","FO",4.781
5,"ERIE","Buffalo  (City)","5.4 MI NE JCT RTS 33 + 5 ","EGGERT ROAD","NYSDoT",1968,"10/27/2014","SD",5.109
5,"ERIE","Buffalo  (City)",".9 MI W JCT I190 & SEN ST","ELK STREET","City",1974,"12/17/2014","SD",3.778
5,"ERIE","Buffalo  (City)","1.4 MI E JCT RT 198 +I-90","ELMWOOD AVENUE","NYSDoT",1960,"11/11/2014","SD",4.125
5,"ERIE","Buffalo  (City)","0.7 MI NW RTE 5'BUFFALO R","ERIE ST & PERRY","City",1945,"12/15/2014","SD",4.053
5,"ERIE","Buffalo  (City)","3.3 MI NE JCT RTS 33 + 5 ","FILLMORE AVENUE","NYSDoT",1965,"10/27/2014","FO",4.563
5,"ERIE","Buffalo  (City)",".8 MI NE JCT SH198 & I190","GRANT STREET","NYSDoT",1960,"05/13/2013","FO",6.574
